question_number,title,coverage,score,question_weight,my_forecast,open_date,resolution_date,resolution_value,question_type
41756,"Before May 1, 2026, will the United States publicly accuse China of supplying lethal military aid to Russia?",81.9%,-,1.0,21.0%,2026-01-29,,,binary
41754,"Will Vladimir Putin cease to be the President of the Russian Federation before May 1, 2026?",55.9%,-,1.0,6.1%,2026-01-28,,,binary
41190,[PRACTICE] Will there be a positive transition to a world with radically smarter-than-human artificial intelligence?,64.4%,-,1.0,25.0%,2025-12-15,2026-02-12,annulled,binary
41191,[PRACTICE] What will be the total domestic box office in the US \u0026 Canada during 2025?,64.5%,-,1.0,"[0.0996024, 0.101410052, 0.103217704, 0.105025356, 0.106833008, 0.10864066, 0.110448312, 0.112255964, 0.114063616, 0.115871268, 0.11767892, 0.119486572, 0.121294224, 0.123101876, 0.124909528, 0.12671718, 0.128524832, 0.130332484, 0.132140136, 0.133947788, 0.13575544, 0.137563092, 0.139370744, 0.141178396, 0.142986048, 0.1447937, 0.146601352, 0.148409004, 0.150216656, 0.152024308, 0.15383196, 0.155639612, 0.157447264, 0.159254916, 0.161062568, 0.16287022, 0.164677872, 0.166485524, 0.168293176, 0.170100828, 0.17190848, 0.173716132, 0.175523784, 0.177331436, 0.179139088, 0.18094674, 0.182754392, 0.184562044, 0.186369696, 0.188177348, 0.189985, 0.191792652, 0.193600304, 0.195407956, 0.197215608, 0.19902326, 0.200830912, 0.202638564, 0.2041533728, 0.2056193744, 0.207085376, 0.2085513776, 0.2100173792, 0.2114833808, 0.2129493824, 0.214415384, 0.2158813856, 0.2173473872, 0.2188133888, 0.2202793904, 0.221745392, 0.2232113936, 0.2246773952, 0.2261433968, 0.2276093984, 0.2290754, 0.2305414016, 0.2320074032, 0.2334734048, 0.2349394064, 0.236405408, 0.2378714096, 0.2393374112, 0.2408034128, 0.2422694144, 0.243735416, 0.2452014176, 0.2466674192, 0.2481334208, 0.2495994224, 0.251065424, 0.2525314256, 0.2539974272, 0.2554634288, 0.2569294304, 0.258395432, 0.2598614336, 0.2613274352, 0.2627934368, 0.2642594384, 0.26572544, 0.2671914416, 0.2686574432, 0.2701234448, 0.2715894464, 0.273055448, 0.2745214496, 0.2759874512, 0.2774534528, 0.2789194544, 0.280385456, 0.2818514576, 0.2833174592, 0.2847834608, 0.2862494624, 0.287715464, 0.2891814656, 0.2906474672, 0.2921134688, 0.2935794704, 0.295045472, 0.2965114736, 0.2979774752, 0.2994434768, 0.3009094784, 0.30237548, 0.3038414816, 0.3053074832, 0.3067734848, 0.3082394864, 0.309705488, 0.3111714896, 0.3126374912, 0.3141034928, 0.3155694944, 0.317035496, 0.3185014976, 0.3199674992, 0.3214335008, 0.3228995024, 0.324365504, 0.3258315056, 0.3272975072, 0.3287635088, 0.3302295104, 0.331695512, 0.3331615136, 0.3346275152, 0.3360935168, 0.3375595184, 0.33902552, 0.3404915216, 0.3419575232, 0.3434235248, 0.3448895264, 0.346355528, 0.3478215296, 0.3492875312, 0.3507535328, 0.3522195344, 0.353685536, 0.3551515376, 0.3566175392, 0.3580835408, 0.3595495424, 0.361015544, 0.3624815456, 0.3639475472, 0.3654135488, 0.3668795504, 0.368345552, 0.3698115536, 0.3712775552, 0.3727435568, 0.3742095584, 0.37567556, 0.3771415616, 0.3786075632, 0.3800735648, 0.3815395664, 0.383005568, 0.3844715696, 0.3859375712, 0.3874035728, 0.3888695744, 0.390335576, 0.3918015776, 0.3932675792, 0.3947335808, 0.3961995824, 0.397665584, 0.3991315856, 0.4005975872, 0.4020635888, 0.4035295904, 0.404995592, 0.4064615936, 0.4079275952, 0.4093935968, 0.4108595984, 0.4123256]",2025-12-15,2026-02-12,annulled,numeric
41192,[PRACTICE] Which Party will win the next Turkish presidential election? (2028),64.6%,-,1.0,CHP: 24.0%; AKP: 40.0%; İYİ: 10.0%; MHP: 5.0%; DEM: 3.8%; Other: 9.2%; No winner before 2029: 8.0%,2025-12-15,2026-02-12,annulled,multiple_choice
41454,What will be the maximum intraday value of the VIX over these biweekly periods in Q1 2026? (Jan 19 - Jan 30),35.5%,-,0.8,"[0.8550367748, 0.860465735, 0.8658946952, 0.8713236554, 0.8767526156, 0.8821815759, 0.8876105361, 0.8928883307, 0.8979906732, 0.9030930157, 0.9081953582, 0.9132977006, 0.9184000431, 0.9235023856, 0.9286047281, 0.9337070706, 0.9388094131, 0.9405421354, 0.9407266046, 0.9409110738, 0.941095543, 0.9412800122, 0.9414644814, 0.9416489506, 0.9418334198, 0.942017889, 0.9422023582, 0.9423868274, 0.9425712966, 0.9427557659, 0.9429402351, 0.9431247043, 0.9433091735, 0.9434936427, 0.9436781119, 0.9438625811, 0.9440470503, 0.9442315195, 0.9444159887, 0.9446004579, 0.9447849271, 0.9449693963, 0.9451538655, 0.9453383347, 0.9455228039, 0.9457072731, 0.9458917423, 0.9460762116, 0.9462606808, 0.94644515, 0.9466296192, 0.9468140884, 0.9469985576, 0.9471830268, 0.947367496, 0.9475519652, 0.9477364344, 0.9479209036, 0.9481053728, 0.948289842, 0.9484743112, 0.9486587804, 0.9488432496, 0.9490277188, 0.949212188, 0.9493966573, 0.9495811265, 0.9497655957, 0.9499500649, 0.9501345341, 0.9503190033, 0.9505034725, 0.9506879417, 0.9508724109, 0.9510568801, 0.9512413493, 0.9514258185, 0.9516102877, 0.9517947569, 0.9519792261, 0.9521636953, 0.9523481645, 0.9525326337, 0.952717103, 0.9529015722, 0.9530860414, 0.9532705106, 0.9534549798, 0.953639449, 0.9538239182, 0.9540083874, 0.9541928566, 0.9543773258, 0.954561795, 0.9547462642, 0.9549307334, 0.9551152026, 0.9552996718, 0.955484141, 0.9556686102, 0.9558530794, 0.9560375487, 0.9562220179, 0.9564064871, 0.9565909563, 0.9567754255, 0.9569598947, 0.9571443639, 0.9573288331, 0.9575133023, 0.9576977715, 0.9578822407, 0.9580667099, 0.9582511791, 0.9584356483, 0.9586201175, 0.9588045867, 0.9589890559, 0.9591735251, 0.9593579944, 0.9595424636, 0.9597269328, 0.959911402, 0.9600958712, 0.9602803404, 0.9604648096, 0.9606492788, 0.960833748, 0.9610182172, 0.9612026864, 0.9613871556, 0.9615716248, 0.961756094, 0.9619405632, 0.9621250324, 0.9623095016, 0.9624939708, 0.9626784401, 0.9628629093, 0.9630473785, 0.9632318477, 0.9634163169, 0.9636007861, 0.9637852553, 0.9639697245, 0.9641541937, 0.9643386629, 0.9645231321, 0.9647076013, 0.9648920705, 0.9650765397, 0.9652610089, 0.9654454781, 0.9656299473, 0.9658144165, 0.9659988858, 0.966183355, 0.9663678242, 0.9665522934, 0.9667367626, 0.9669212318, 0.967105701, 0.9672901702, 0.9674746394, 0.9676591086, 0.9678435778, 0.968028047, 0.9682125162, 0.9683969854, 0.9685814546, 0.9687659238, 0.968950393, 0.9691348622, 0.9693193315, 0.9695038007, 0.9696882699, 0.9698727391, 0.9700572083, 0.9702416775, 0.9704261467, 0.9706106159, 0.9707950851, 0.9709795543, 0.9711640235, 0.9713484927, 0.9715329619, 0.9717174311, 0.9719019003, 0.9720863695, 0.9722708387, 0.9724553079, 0.9726397772, 0.9728242464, 0.9730087156, 0.9731931848, 0.973377654, 0.9735621232, 0.9737465924, 0.9739310616, 0.9741155308, 0.9743]",2026-01-05,2026-03-01,annulled,numeric
41468,How much will Nvidia's stock price returns exceed Apple's in these biweekly periods of Q1 2026? (Jan 19 - Jan 30),5.0%,-,0.8,"[0.0257, 0.0264807912, 0.0272615823, 0.0280423735, 0.0288231646, 0.0296039558, 0.0303847469, 0.0311655381, 0.0319463293, 0.0327271204, 0.0335079116, 0.0342887027, 0.0350694939, 0.035850285, 0.0366310762, 0.0374118674, 0.0381926585, 0.0389734497, 0.0397542408, 0.040535032, 0.0413158231, 0.0420966143, 0.0428774055, 0.0436581966, 0.0444389878, 0.0452197789, 0.0460005701, 0.0467813612, 0.0475621524, 0.0483429436, 0.0491237347, 0.0499045259, 0.050685317, 0.0514661082, 0.0524367724, 0.0541621393, 0.0558875062, 0.0576128732, 0.0593382401, 0.061063607, 0.0627889739, 0.0645143408, 0.0662397077, 0.0679650746, 0.0696904415, 0.0714158085, 0.0731411754, 0.0748665423, 0.0765919092, 0.0783172761, 0.080042643, 0.0817680099, 0.0834933769, 0.0852187438, 0.0869441107, 0.0886694776, 0.0903948445, 0.0921202114, 0.0938455783, 0.0955709452, 0.0972963122, 0.0990216791, 0.100747046, 0.1024724129, 0.105246759, 0.1084393614, 0.1116319638, 0.1148245662, 0.1180171686, 0.121209771, 0.1244023733, 0.1275949757, 0.1307875781, 0.1339801805, 0.1371727829, 0.1403653853, 0.1435579877, 0.1467505901, 0.1499431925, 0.1531357948, 0.1558908128, 0.1586438438, 0.1613968748, 0.1641499058, 0.1669029368, 0.1696559678, 0.1724089988, 0.1751620298, 0.1779150608, 0.1806680918, 0.1834211228, 0.1861741538, 0.1889271847, 0.1916802157, 0.1944332467, 0.1971862777, 0.1999393087, 0.2026923397, 0.2053124394, 0.2078807665, 0.2104490936, 0.2130174207, 0.2155857478, 0.2181540749, 0.2207224021, 0.2232907292, 0.2258590563, 0.2284273834, 0.2309957105, 0.2335640376, 0.2361323647, 0.2387006918, 0.2412690189, 0.2438373461, 0.2464056732, 0.2489740003, 0.2515423274, 0.2543987284, 0.2597502967, 0.265101865, 0.2704534332, 0.2758050015, 0.2811565698, 0.2865081381, 0.2918597063, 0.2972112746, 0.3025628429, 0.4387684541, 0.5748477097, 0.6480931007, 0.7581314006, 0.8023475103, 0.8177602042, 0.833172898, 0.8477475207, 0.8513002961, 0.8548530715, 0.858405847, 0.8619586224, 0.8655113978, 0.8690641733, 0.8726169487, 0.8761697241, 0.8797224996, 0.883275275, 0.8868280504, 0.8903808259, 0.8939336013, 0.8974863767, 0.8992544336, 0.9009626567, 0.9026708799, 0.904379103, 0.9060873262, 0.9077955493, 0.9095037725, 0.9112119956, 0.9129202188, 0.9146284419, 0.9163366651, 0.9180448882, 0.9197531114, 0.9214613345, 0.9231695577, 0.9248777808, 0.926586004, 0.9282942271, 0.9300024503, 0.9317106734, 0.9334188966, 0.9351271197, 0.9368353429, 0.938543566, 0.9402517892, 0.9419600123, 0.9436682355, 0.9453764586, 0.9470846818, 0.9486967365, 0.9498605212, 0.9510243059, 0.9521880906, 0.9533518753, 0.95451566, 0.9556794447, 0.9568432294, 0.9580070141, 0.9591707988, 0.9603345835, 0.9614983683, 0.962662153, 0.9638259377, 0.9649897224, 0.9661535071, 0.9673172918, 0.9684810765, 0.9696448612, 0.9708086459, 0.9719724306, 0.9731362153, 0.9743]",2026-01-05,2026-03-01,annulled,numeric
41518,"Will Venezuela announce a presidential election before April 1, 2026?",89.1%,-,1.0,32.2%,2026-01-11,,,binary
41519,Who will win the 2026 Candidates Tournament?,75.3%,-,1.0,Hikaru Nakamura: 22.5%; Fabiano Caruana: 20.7%; Anish Giri: 11.8%; Rameshbabu Praggnanandhaa: 16.7%; Wei Yi: 12.6%; Javokhir Sindarov: 8.4%; Andrey Esipenko: 4.1%; Matthias Blübaum: 3.1%,2026-01-11,,,multiple_choice
41672,Will the Community beat Nathan Young in the Metaculus Cup Spring 2026?,73.6%,-,1.0,57.9%,2026-01-21,,,binary
41690,Will the United States attack Iran before April 2026?,89.9%,-,1.0,42.7%,2026-01-23,,,binary
41691,Will Laura Fernández Delgado win the Costa Rican presidential election?,75.0%,-,1.0,70.6%,2026-01-24,,,binary
41746,What will be the reported Q4 2025 global revenue for Mounjaro?,33.5%,-,1.0,"[0, 0.0003029364, 0.0006058727, 0.0009088091, 0.0012117454, 0.0015146818, 0.0018176181, 0.0021205545, 0.0024234908, 0.0027264272, 0.0030293635, 0.0033322999, 0.0036352362, 0.0039381726, 0.0042411089, 0.0045440453, 0.0048469816, 0.005149918, 0.0054528543, 0.0057557907, 0.006058727, 0.0063616634, 0.0066645997, 0.0069675361, 0.0072704724, 0.0075734088, 0.0078763451, 0.0081792815, 0.0084822178, 0.0087851542, 0.0090880905, 0.0093910269, 0.0096939632, 0.0099968996, 0.0102998359, 0.0106027723, 0.0109057086, 0.011208645, 0.0115115814, 0.0118145177, 0.0131586598, 0.0146194509, 0.0160802421, 0.0175410333, 0.0190018245, 0.0204626157, 0.0219234068, 0.0241067713, 0.0263803529, 0.0286539344, 0.0309275159, 0.0335241981, 0.0365300623, 0.0395359265, 0.0426064259, 0.0462902852, 0.0499741445, 0.0538954796, 0.0582147966, 0.0625684129, 0.0674875914, 0.0724215821, 0.0779096916, 0.0835100778, 0.0895395707, 0.0958548482, 0.1024160059, 0.1094553939, 0.1167856118, 0.1244285676, 0.132410111, 0.1408075234, 0.149560805, 0.1586640796, 0.1681240235, 0.1779432905, 0.1881213306, 0.1986550153, 0.2095391211, 0.2207667093, 0.2323506069, 0.2442823, 0.2565299914, 0.2690813943, 0.2819376975, 0.2951083883, 0.3085399118, 0.3222359782, 0.3361924443, 0.3503606981, 0.3647655624, 0.3793481316, 0.3941176177, 0.4090325706, 0.4240892327, 0.4392507629, 0.4545090791, 0.4698291437, 0.4851981528, 0.5005863647, 0.5159731481, 0.5313352922, 0.5466493517, 0.5618919043, 0.577043384, 0.5920755748, 0.6069760908, 0.6217122521, 0.6362759106, 0.6506383902, 0.6647831393, 0.6787061587, 0.6923556929, 0.7057573321, 0.7188773132, 0.7316846502, 0.7441993888, 0.7564086402, 0.7682791517, 0.7797978575, 0.7909794831, 0.8018156187, 0.812299264, 0.8224251271, 0.832190003, 0.8415932559, 0.850637443, 0.8593291303, 0.8676799796, 0.875643859, 0.8832198088, 0.8904800709, 0.8974616016, 0.9040075084, 0.9102462801, 0.916275773, 0.9217959543, 0.9272145899, 0.9321337684, 0.9369983778, 0.9413176948, 0.9456370118, 0.9494642051, 0.9531480643, 0.956796115, 0.9598019793, 0.9628078435, 0.9658137077, 0.9683019036, 0.9705754851, 0.9728490666, 0.9751226481, 0.9771855993, 0.9786463904, 0.9801071816, 0.9815679728, 0.983028764, 0.9844895552, 0.9859503463, 0.9870898379, 0.9872597199, 0.9874296019, 0.9875994839, 0.9877693659, 0.9879392479, 0.9881091299, 0.9882790119, 0.9884488939, 0.9886187759, 0.9887886579, 0.9889585399, 0.9891284219, 0.9892983039, 0.9894681859, 0.9896380679, 0.9898079499, 0.989977832, 0.990147714, 0.990317596, 0.990487478, 0.99065736, 0.990827242, 0.990997124, 0.991167006, 0.991336888, 0.99150677, 0.991676652, 0.991846534, 0.992016416, 0.992186298, 0.99235618, 0.992526062, 0.992695944, 0.992865826, 0.993035708, 0.99320559, 0.993375472, 0.993545354, 0.993715236, 0.993885118, 0.994055]",2026-01-25,2026-01-27,annulled,numeric
41748,"Will there be any avian influenza human cases in China reported by the WHO before April 1, 2026?",77.2%,-,1.0,41.3%,2026-01-25,,,binary
41692,How many US banks will fail from January through April 2026?,77.0%,-,1.0,0: 40.8%; 1: 29.0%; 2: 17.2%; 3+: 12.9%,2026-01-26,,,multiple_choice
41750,What will be the target Selic rate (in percent) established by Copom at its March 2026 meeting?,82.4%,-,1.0,"[0.00594, 0.006035289, 0.0061305779, 0.0062258669, 0.0063211559, 0.0064164448, 0.0065117338, 0.0066070228, 0.0067023117, 0.0067976007, 0.0068928897, 0.0069881786, 0.0070834676, 0.0071787566, 0.0072740455, 0.0073693345, 0.0074646235, 0.0075599124, 0.0076552014, 0.0077504904, 0.0078457793, 0.0079410683, 0.0080363573, 0.0081316462, 0.0082269352, 0.0083222242, 0.0084175131, 0.0085128021, 0.0086080911, 0.00870338, 0.008798669, 0.008893958, 0.0089892469, 0.0090845359, 0.0091798249, 0.0092751138, 0.0093704028, 0.0094656918, 0.0095609807, 0.0096562697, 0.0097515587, 0.0098468476, 0.0099421366, 0.0100374256, 0.0101327145, 0.0102280035, 0.0103232925, 0.0104185814, 0.0105138704, 0.0106091594, 0.0107044483, 0.0107997373, 0.0108950263, 0.0109903152, 0.0110856042, 0.0111808932, 0.0112761821, 0.0113714711, 0.0114667601, 0.011562049, 0.011657338, 0.011752627, 0.0118479159, 0.0119432049, 0.0120384939, 0.0121337828, 0.0122290718, 0.0123243608, 0.0124196497, 0.0125149387, 0.0126102277, 0.0127055166, 0.0128008056, 0.0128960946, 0.0129913835, 0.0130866725, 0.0131819615, 0.0132772504, 0.0133725394, 0.0134678284, 0.0135631173, 0.0136584063, 0.0137536953, 0.0138489842, 0.0139442732, 0.0140395622, 0.0141348511, 0.0142301401, 0.0143254291, 0.014420718, 0.014516007, 0.014611296, 0.0147065849, 0.0148018739, 0.0148971629, 0.0149924518, 0.0150877408, 0.0151830298, 0.0152783187, 0.0153736077, 0.0154688967, 0.0155641856, 0.0156594746, 0.0157547636, 0.0158500525, 0.0159453415, 0.0160406305, 0.0161359194, 0.0162312084, 0.0163264974, 0.0252647236, 0.0411464479, 0.0664975338, 0.1050162701, 0.159129491, 0.2298624416, 0.3161539486, 0.4142947847, 0.5183470107, 0.6211908212, 0.7159491658, 0.7973710736, 0.8625072666, 0.9111391844, 0.9450920575, 0.9669405311, 0.9797450965, 0.9854976353, 0.9856149279, 0.9857322206, 0.9858495133, 0.9859668059, 0.9860840986, 0.9862013913, 0.9863186839, 0.9864359766, 0.9865532693, 0.9866705619, 0.9867878546, 0.9869051473, 0.9870224399, 0.9871397326, 0.9872570253, 0.9873743179, 0.9874916106, 0.9876089033, 0.9877261959, 0.9878434886, 0.9879607813, 0.988078074, 0.9881953666, 0.9883126593, 0.988429952, 0.9885472446, 0.9886645373, 0.98878183, 0.9888991226, 0.9890164153, 0.989133708, 0.9892510006, 0.9893682933, 0.989485586, 0.9896028786, 0.9897201713, 0.989837464, 0.9899547566, 0.9900720493, 0.990189342, 0.9903066346, 0.9904239273, 0.99054122, 0.9906585126, 0.9907758053, 0.990893098, 0.9910103906, 0.9911276833, 0.991244976, 0.9913622686, 0.9914795613, 0.991596854, 0.9917141466, 0.9918314393, 0.991948732, 0.9920660247, 0.9921833173, 0.99230061, 0.9924179027, 0.9925351953, 0.992652488, 0.9927697807, 0.9928870733, 0.993004366, 0.9931216587, 0.9932389513, 0.993356244, 0.9934735367, 0.9935908293, 0.993708122, 0.9938254147, 0.9939427073, 0.99406]",2026-01-26,,,numeric
41751,In which region will Netflix have higher revenues in Q1 2026: Latin America or Asia-Pacific?,96.6%,-,1.0,LATAM: 46.1%; APAC: 49.8%; tie: 4.1%,2026-01-26,,,multiple_choice
41752,What will be the monthly average CO2 concentration (in ppm) recorded at Mauna Loa Observatory for March 2026?,64.8%,-,1.0,"[0.00594, 0.0060329905, 0.0061259811, 0.0062189716, 0.0063119621, 0.0064049527, 0.0064979432, 0.0065909338, 0.0066839243, 0.0067769148, 0.0068699054, 0.0069628959, 0.0070558864, 0.007148877, 0.0072418675, 0.0073348581, 0.0074278486, 0.0075208391, 0.0076138297, 0.0077068202, 0.0077998107, 0.0078928013, 0.0079857918, 0.0080787824, 0.0081717729, 0.0082647634, 0.008357754, 0.0084507445, 0.008543735, 0.0086367256, 0.0087297161, 0.0088227067, 0.0089156972, 0.0090086877, 0.0091016783, 0.0091946688, 0.0092876593, 0.0093806499, 0.0094736404, 0.009566631, 0.0096596215, 0.009752612, 0.0098456026, 0.0099385931, 0.0100315836, 0.0101245742, 0.0102175647, 0.0103105553, 0.0104035458, 0.0104965363, 0.0105895269, 0.0106825174, 0.0107755079, 0.0108684985, 0.010961489, 0.0110544796, 0.0111474701, 0.0112404606, 0.0113334512, 0.0114264417, 0.0115194322, 0.0116124228, 0.0117054133, 0.0117984039, 0.0118913944, 0.0119843849, 0.0120773755, 0.012170366, 0.0122633565, 0.0123563471, 0.0124493376, 0.0125423282, 0.0126353187, 0.0127283092, 0.0128212998, 0.0129142903, 0.0130072808, 0.0131002714, 0.0131932619, 0.0132862525, 0.013379243, 0.0134722335, 0.0135652241, 0.0136582146, 0.0137512051, 0.0138441957, 0.0139371862, 0.0140301768, 0.0141231673, 0.0142161578, 0.0143091484, 0.0144021389, 0.0144951294, 0.01458812, 0.0146811105, 0.0147741011, 0.0148670916, 0.0149600821, 0.0150530727, 0.0151460632, 0.0152390537, 0.0153320443, 0.0154250348, 0.0155180254, 0.0156110159, 0.0157040064, 0.015796997, 0.0158899875, 0.015982978, 0.0160759686, 0.0161689591, 0.0162619497, 0.0163549402, 0.0164479307, 0.0165409213, 0.0167858123, 0.0185481796, 0.020310547, 0.0220729144, 0.0238352817, 0.0255976491, 0.027676894, 0.0304257969, 0.0331746998, 0.0359236027, 0.0392595306, 0.0428972518, 0.046534973, 0.050918774, 0.055379421, 0.0603542017, 0.0655861444, 0.071371409, 0.0773923689, 0.0840429498, 0.0910821411, 0.0985340474, 0.1064685443, 0.1149882261, 0.1239872936, 0.1334899585, 0.1435101387, 0.1540541205, 0.1651224256, 0.1767323528, 0.188909715, 0.201595434, 0.2147750365, 0.2285033845, 0.2427207082, 0.2574185123, 0.2725972762, 0.2882221751, 0.3042646702, 0.3207328548, 0.3375616532, 0.3547301362, 0.3722311265, 0.3900070049, 0.4080243916, 0.4262482787, 0.4446413947, 0.4631658516, 0.4817804395, 0.5004414431, 0.5191079423, 0.5377389017, 0.5562935848, 0.5747319825, 0.5930152742, 0.6110984987, 0.6289437231, 0.6465209656, 0.66379981, 0.6807438154, 0.6973028831, 0.7134825397, 0.72923884, 0.7445406167, 0.7593972486, 0.7737489964, 0.7876141386, 0.8009918083, 0.8137989993, 0.8261030227, 0.8378912452, 0.8491531273, 0.8598807701, 0.8700639435, 0.8797195243, 0.8888358745, 0.8974316208, 0.9055298054, 0.9131674315, 0.9204013226, 0.9270519034, 0.9332774701, 0.939237503, 0.9445104079, 0.9499036137, 0.95948]",2026-01-27,,,numeric
41753,How much will Netflix's revenue grow year-over-year in its Q1 2026 earnings report?,88.2%,-,1.0,"[0.00594, 0.0062152197, 0.0064904395, 0.0067656592, 0.007040879, 0.0073160987, 0.0075913185, 0.0078665382, 0.008141758, 0.0084169777, 0.0086921975, 0.0089674172, 0.0092426369, 0.0095178567, 0.0097930764, 0.0100682962, 0.0103435159, 0.0106187357, 0.0108939554, 0.0111691752, 0.0114443949, 0.0117196147, 0.0120783073, 0.0136208338, 0.0151633603, 0.0167058868, 0.0182484133, 0.0197909398, 0.0213334663, 0.023259687, 0.0256620935, 0.0280645, 0.0304669065, 0.0330600957, 0.0362372103, 0.0394143249, 0.0426537003, 0.0465480901, 0.0504424799, 0.0546843163, 0.0592509795, 0.0640266645, 0.0692279427, 0.0746768378, 0.0804800086, 0.0866807147, 0.0931288896, 0.1000511419, 0.1073360196, 0.1149593999, 0.1229543984, 0.1313767747, 0.1402242077, 0.1494606202, 0.159094695, 0.1691301971, 0.1795670319, 0.1904020414, 0.2016335673, 0.2132935858, 0.2253326994, 0.2377388793, 0.2504992109, 0.2636515503, 0.2771406476, 0.2909408873, 0.3050940286, 0.3195188818, 0.3342446436, 0.3492155735, 0.3644419377, 0.3798697705, 0.395511124, 0.4113106396, 0.4272609155, 0.4433304437, 0.4594894308, 0.4757202137, 0.4919873447, 0.5082670572, 0.5245296534, 0.5407503733, 0.5569012555, 0.5729510496, 0.588884664, 0.6046596787, 0.6202657768, 0.6356736033, 0.6508551271, 0.6658011906, 0.6804722342, 0.6948671931, 0.7089580967, 0.722720455, 0.7361726051, 0.7492454888, 0.7619632347, 0.7743248658, 0.786317419, 0.7978820212, 0.8090566502, 0.8198364596, 0.8302157522, 0.8401912788, 0.8497628428, 0.8589340925, 0.8677135774, 0.8761161819, 0.8840600641, 0.8916094357, 0.8988169695, 0.9057305389, 0.9121064586, 0.918222313, 0.9240254838, 0.9293852096, 0.9345864879, 0.9392681558, 0.943834819, 0.9479770593, 0.9518714491, 0.9557218368, 0.9588989514, 0.9620760659, 0.9652531805, 0.9677315982, 0.9701340047, 0.9725364112, 0.9749388177, 0.9767376488, 0.9782801753, 0.9798227018, 0.9813652283, 0.9829077548, 0.9844502813, 0.9858762455, 0.9860021494, 0.9861280533, 0.9862539573, 0.9863798612, 0.9865057651, 0.986631669, 0.9867575729, 0.9868834768, 0.9870093807, 0.9871352847, 0.9872611886, 0.9873870925, 0.9875129964, 0.9876389003, 0.9877648042, 0.9878907082, 0.9880166121, 0.988142516, 0.9882684199, 0.9883943238, 0.9885202277, 0.9886461316, 0.9887720356, 0.9888979395, 0.9890238434, 0.9891497473, 0.9892756512, 0.9894015551, 0.9895274591, 0.989653363, 0.9897792669, 0.9899051708, 0.9900310747, 0.9901569786, 0.9902828825, 0.9904087865, 0.9905346904, 0.9906605943, 0.9907864982, 0.9909124021, 0.991038306, 0.9911642099, 0.9912901139, 0.9914160178, 0.9915419217, 0.9916678256, 0.9917937295, 0.9919196334, 0.9920455374, 0.9921714413, 0.9922973452, 0.9924232491, 0.992549153, 0.9926750569, 0.9928009608, 0.9929268648, 0.9930527687, 0.9931786726, 0.9933045765, 0.9934304804, 0.9935563843, 0.9936822883, 0.9938081922, 0.9939340961, 0.99406]",2026-01-28,,,numeric
41755,"Will the Bank of Japan raise its policy interest rate again before May 1, 2026?",19.4%,-,1.0,58.0%,2026-01-29,,,binary
42247,Which team will win the 2026 Six Nations Championship?,87.7%,-,1.0,England: 1.3%; France: 83.3%; Ireland: 4.7%; Scotland: 8.7%; Wales: 1.0%; Italy: 1.0%,2026-02-27,,,multiple_choice
42078,Will Iran's Internet not be \\,95.1%,-,1.0,19.0%,2026-02-09,,,binary
